Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
12/3/2016 22:00,233,116,117,-4,0,Nebel
12/3/2016 23:00,212,107,105,-4,0,Nebel
12/4/2016 0:00,185,64,121,-5,4,Nebel
12/4/2016 1:00,169,63,106,-5,4,Nebel
12/4/2016 2:00,120,42,78,-4,2,Nebel
12/4/2016 3:00,70,36,34,-5,2,Nebel
12/4/2016 4:00,52,38,14,-6,4,Nebel
12/4/2016 5:00,40,28,12,-5,6,Nebel
12/4/2016 6:00,31,15,16,-6,4,Nebel
12/4/2016 7:00,38,18,20,-6,2,Nebel
12/4/2016 8:00,55,28,27,-6,2,Klarer Himmel
12/4/2016 9:00,155,80,75,-3,0,Klarer Himmel
12/4/2016 10:00,238,147,91,-1,0,Klarer Himmel
12/4/2016 11:00,232,140,92,1,4,Klarer Himmel
12/4/2016 12:00,284,152,132,3,4,Klarer Himmel
12/4/2016 13:00,330,194,136,5,6,Klarer Himmel
12/4/2016 14:00,382,211,171,5,4,Klarer Himmel
12/4/2016 15:00,393,221,172,4,4,Klarer Himmel
12/4/2016 16:00,424,254,170,0,6,Klarer Himmel
12/4/2016 17:00,385,179,206,-2,4,Klarer Himmel
12/4/2016 18:00,333,157,176,-2,6,Klarer Himmel
12/4/2016 19:00,330,165,165,-2,6,Klarer Himmel
12/4/2016 20:00,239,119,120,0,4,Klarer Himmel
12/4/2016 21:00,184,111,73,-1,4,Klarer Himmel
12/4/2016 22:00,134,89,45,-2,6,Klarer Himmel
12/4/2016 23:00,73,41,32,-4,2,Klarer Himmel
12/5/2016 0:00,38,25,13,-4,4,Klarer Himmel
12/5/2016 1:00,15,8,7,-4,4,Klarer Himmel
12/5/2016 2:00,6,4,2,-4,2,Klarer Himmel
12/5/2016 3:00,4,2,2,-4,4,Klarer Himmel
12/5/2016 4:00,14,6,8,-5,2,Klarer Himmel
12/5/2016 5:00,78,37,41,-6,4,Klarer Himmel
12/5/2016 6:00,305,134,171,-7,2,Klarer Himmel
12/5/2016 7:00,849,559,290,-6,0,Klarer Himmel
12/5/2016 8:00,817,568,249,-7,2,Klarer Himmel
12/5/2016 9:00,671,490,181,-4,0,Klarer Himmel
12/5/2016 10:00,562,382,180,0,0,Klarer Himmel
12/5/2016 11:00,556,322,234,2,4,Klarer Himmel
12/5/2016 12:00,686,333,353,4,0,Klarer Himmel
12/5/2016 13:00,714,370,344,4,2,Klarer Himmel
12/5/2016 14:00,700,364,336,5,0,Klarer Himmel
12/5/2016 15:00,825,418,407,4,0,Klarer Himmel
12/5/2016 16:00,1003,436,567,-1,0,Klarer Himmel
12/5/2016 17:00,1089,519,570,-3,0,Klarer Himmel
12/5/2016 18:00,931,401,530,-4,0,Klarer Himmel
12/5/2016 19:00,720,275,445,-4,2,Klarer Himmel
12/5/2016 20:00,474,166,308,-5,0,Klarer Himmel
12/5/2016 21:00,341,152,189,-6,0,Klarer Himmel
12/5/2016 22:00,237,111,126,-6,0,Nebel
12/5/2016 23:00,113,52,61,-7,0,Nebel
12/6/2016 0:00,59,26,33,-7,2,Nebel
12/6/2016 1:00,30,18,12,-7,0,Nebel
12/6/2016 2:00,11,3,8,-7,4,Nebel
12/6/2016 3:00,7,1,6,-7,0,Klarer Himmel
12/6/2016 4:00,9,6,3,-7,2,Klarer Himmel
12/6/2016 5:00,77,38,39,-7,4,Klarer Himmel
12/6/2016 6:00,320,137,183,-7,0,Klarer Himmel
12/6/2016 7:00,928,632,296,-7,2,Klarer Himmel
12/6/2016 8:00,895,607,288,-6,4,Klarer Himmel
12/6/2016 9:00,637,462,175,-3,4,Klarer Himmel
12/6/2016 10:00,510,323,187,-1,4,Klarer Himmel
12/6/2016 11:00,551,334,217,1,6,Klarer Himmel
12/6/2016 12:00,668,323,345,2,6,Klarer Himmel
12/6/2016 13:00,702,334,368,3,6,Klarer Himmel
12/6/2016 14:00,761,350,411,3,4,Klarer Himmel
12/6/2016 15:00,890,409,481,2,2,Klarer Himmel
12/6/2016 16:00,1017,476,541,0,4,Klarer Himmel
12/6/2016 17:00,1060,493,567,0,6,Klarer Himmel
12/6/2016 18:00,961,433,528,0,6,Klarer Himmel
12/6/2016 19:00,744,309,435,-1,6,Klarer Himmel
12/6/2016 20:00,445,174,271,-2,2,Klarer Himmel
12/6/2016 21:00,307,120,187,-1,6,Klarer Himmel
12/6/2016 22:00,316,149,167,-2,7,Klarer Himmel
12/6/2016 23:00,147,77,70,-1,6,Klarer Himmel
12/7/2016 0:00,68,37,31,-2,6,Klarer Himmel
12/7/2016 1:00,31,10,21,-2,6,Klarer Himmel
12/7/2016 2:00,10,3,7,-2,6,Klarer Himmel
12/7/2016 3:00,10,3,7,-2,6,Klarer Himmel
12/7/2016 4:00,13,5,8,-2,7,Klarer Himmel
12/7/2016 5:00,78,41,37,-1,7,Klarer Himmel
12/7/2016 6:00,309,128,181,-1,7,Klarer Himmel
12/7/2016 7:00,891,586,305,-1,9,Klarer Himmel
12/7/2016 8:00,880,587,293,-1,7,Klarer Himmel
12/7/2016 9:00,695,512,183,0,7,wolkig
12/7/2016 10:00,568,361,207,1,9,Klarer Himmel
12/7/2016 11:00,676,402,274,3,9,Klarer Himmel
12/7/2016 12:00,723,374,349,4,11,Klarer Himmel
12/7/2016 13:00,804,391,413,6,6,Klarer Himmel
12/7/2016 14:00,760,356,404,7,9,Klarer Himmel
12/7/2016 15:00,795,389,406,7,9,Klarer Himmel
12/7/2016 16:00,976,444,532,7,9,Klarer Himmel
12/7/2016 17:00,994,488,506,7,9,Klarer Himmel
12/7/2016 18:00,974,449,525,7,9,Klarer Himmel
12/7/2016 19:00,778,322,456,8,11,Klarer Himmel
12/7/2016 20:00,541,194,347,8,11,Klarer Himmel
12/7/2016 21:00,372,160,212,8,13,Klarer Himmel
12/7/2016 22:00,347,166,181,8,19,Klarer Himmel
12/7/2016 23:00,210,74,136,8,17,Klarer Himmel
12/8/2016 0:00,154,61,93,8,19,Klarer Himmel
12/8/2016 1:00,69,18,51,8,17,Klarer Himmel
12/8/2016 2:00,38,22,16,8,15,Klarer Himmel
12/8/2016 3:00,62,36,26,8,17,Klarer Himmel
12/8/2016 4:00,62,50,12,8,15,Klarer Himmel
12/8/2016 5:00,92,52,40,8,13,Klarer Himmel
12/8/2016 6:00,302,120,182,7,13,Klarer Himmel
12/8/2016 7:00,929,629,300,7,15,Klarer Himmel
12/8/2016 8:00,928,628,300,7,17,Klarer Himmel
12/8/2016 9:00,747,564,183,8,19,Klarer Himmel
12/8/2016 10:00,598,384,214,9,22,Klarer Himmel
12/8/2016 11:00,567,337,230,9,19,Klarer Himmel
12/8/2016 12:00,672,333,339,10,15,Klarer Himmel
12/8/2016 13:00,765,386,379,9,13,Klarer Himmel
12/8/2016 14:00,734,337,397,9,13,Klarer Himmel
12/8/2016 15:00,849,371,478,9,13,Klarer Himmel
12/8/2016 16:00,1019,445,574,8,11,Klarer Himmel
12/8/2016 17:00,1107,545,562,8,13,Klarer Himmel
12/8/2016 18:00,949,442,507,8,13,Klarer Himmel
12/8/2016 19:00,780,301,479,8,19,wolkig
12/8/2016 20:00,513,179,334,8,17,wolkig
12/8/2016 21:00,324,143,181,7,19,Regen
12/8/2016 22:00,397,192,205,7,15,Regen
12/8/2016 23:00,214,110,104,7,13,Regen
12/9/2016 0:00,107,49,58,7,15,wolkig
12/9/2016 1:00,46,24,22,7,17,Regen
12/9/2016 2:00,23,12,11,7,17,Regen
12/9/2016 3:00,21,12,9,8,15,Regen
12/9/2016 4:00,22,11,11,8,20,wolkig
12/9/2016 5:00,68,35,33,8,19,Regen
12/9/2016 6:00,269,111,158,8,17,Regen
12/9/2016 7:00,881,603,278,9,17,wolkig
12/9/2016 8:00,750,487,263,9,19,wolkig
12/9/2016 9:00,635,455,180,9,15,wolkig
12/9/2016 10:00,582,372,210,9,15,wolkig
12/9/2016 11:00,635,354,281,9,11,wolkig
12/9/2016 12:00,785,393,392,9,13,wolkig
12/9/2016 13:00,864,378,486,9,13,wolkig
12/9/2016 14:00,930,428,502,9,11,wolkig
12/9/2016 15:00,922,433,489,9,9,Regen
12/9/2016 16:00,802,356,446,10,13,wolkig
12/9/2016 17:00,839,414,425,9,7,wolkig
12/9/2016 18:00,794,411,383,10,13,wolkig
12/9/2016 19:00,660,287,373,10,15,wolkig
12/9/2016 20:00,437,181,256,9,13,Klarer Himmel
12/9/2016 21:00,362,130,232,9,13,Klarer Himmel
12/9/2016 22:00,306,131,175,9,11,Klarer Himmel
12/9/2016 23:00,294,134,160,9,11,Klarer Himmel
12/10/2016 0:00,223,109,114,9,9,Klarer Himmel
12/10/2016 1:00,210,94,116,8,11,Klarer Himmel
12/10/2016 2:00,134,68,66,8,9,Klarer Himmel
12/10/2016 3:00,84,56,28,8,15,Klarer Himmel
12/10/2016 4:00,64,34,30,8,15,Klarer Himmel
12/10/2016 5:00,61,40,21,8,13,Klarer Himmel
12/10/2016 6:00,60,38,22,7,15,Klarer Himmel
12/10/2016 7:00,117,76,41,8,17,Klarer Himmel
12/10/2016 8:00,236,139,97,7,13,Klarer Himmel
12/10/2016 9:00,445,293,152,8,11,wolkig
12/10/2016 10:00,568,392,176,8,13,wolkig
12/10/2016 11:00,670,410,260,8,19,wolkig
12/10/2016 12:00,707,382,325,8,19,Regen
12/10/2016 13:00,704,319,385,7,13,Regen
12/10/2016 14:00,633,277,356,7,13,Regen
12/10/2016 15:00,558,260,298,7,11,Regen
12/10/2016 16:00,491,234,257,7,11,Regen
12/10/2016 17:00,515,237,278,7,7,
12/10/2016 18:00,525,215,310,7,7,Regen
12/10/2016 19:00,398,163,235,8,9,Regen
12/10/2016 20:00,331,150,181,8,9,Regen
12/10/2016 21:00,256,107,149,8,9,Regen
12/10/2016 22:00,188,95,93,8,9,Regen
12/10/2016 23:00,234,116,118,9,11,Regen
12/11/2016 0:00,219,109,110,9,20,Regen
12/11/2016 1:00,129,60,69,9,20,Regen
12/11/2016 2:00,95,40,55,9,26,Regen
12/11/2016 3:00,75,47,28,9,26,Regen
12/11/2016 4:00,55,30,25,9,32,Regen
12/11/2016 5:00,42,28,14,9,35,Regen
12/11/2016 6:00,30,16,14,8,24,wolkig
12/11/2016 7:00,40,20,20,7,22,wolkig
12/11/2016 8:00,65,27,38,7,19,wolkig
12/11/2016 9:00,150,84,66,7,20,wolkig
12/11/2016 10:00,197,110,87,8,22,wolkig
12/11/2016 11:00,238,113,125,9,24,wolkig
12/11/2016 12:00,285,143,142,9,28,wolkig
12/11/2016 13:00,335,191,144,9,26,wolkig
12/11/2016 14:00,303,156,147,8,22,wolkig
12/11/2016 15:00,346,180,166,8,15,Regen
12/11/2016 16:00,354,191,163,8,19,Regen
12/11/2016 17:00,356,203,153,8,20,wolkig
12/11/2016 18:00,365,208,157,7,20,wolkig
12/11/2016 19:00,340,186,154,7,20,Regen
12/11/2016 20:00,262,155,107,7,17,Regen
12/11/2016 21:00,172,107,65,7,15,Regen
12/11/2016 22:00,164,94,70,7,15,wolkig
12/11/2016 23:00,70,36,34,7,17,wolkig
12/12/2016 0:00,41,22,19,7,15,wolkig
12/12/2016 1:00,14,9,5,7,17,wolkig
12/12/2016 2:00,6,1,5,7,13,wolkig
12/12/2016 3:00,7,2,5,7,15,wolkig
12/12/2016 4:00,21,11,10,7,13,Regen
12/12/2016 5:00,78,37,41,7,11,Regen
12/12/2016 6:00,310,134,176,7,9,wolkig
12/12/2016 7:00,924,617,307,6,9,Nebel
12/12/2016 8:00,814,537,277,7,7,wolkig
12/12/2016 9:00,700,516,184,7,9,wolkig
12/12/2016 10:00,581,404,177,8,9,wolkig
12/12/2016 11:00,559,327,232,8,9,wolkig
12/12/2016 12:00,699,348,351,8,9,wolkig
12/12/2016 13:00,781,376,405,8,13,wolkig
12/12/2016 14:00,742,388,354,7,13,wolkig
12/12/2016 15:00,863,404,459,7,9,wolkig
12/12/2016 16:00,1052,502,550,7,4,wolkig
12/12/2016 17:00,1117,539,578,7,9,wolkig
12/12/2016 18:00,920,402,518,7,6,wolkig
12/12/2016 19:00,701,287,414,6,4,wolkig
12/12/2016 20:00,495,157,338,6,6,wolkig
12/12/2016 21:00,277,118,159,6,6,wolkig
12/12/2016 22:00,301,125,176,6,6,wolkig
12/12/2016 23:00,122,54,68,6,7,wolkig
12/13/2016 0:00,75,31,44,6,7,wolkig
12/13/2016 1:00,40,25,15,6,6,wolkig
12/13/2016 2:00,32,22,10,5,7,wolkig
12/13/2016 3:00,8,4,4,5,7,wolkig
12/13/2016 4:00,22,7,15,4,6,wolkig
12/13/2016 5:00,77,32,45,5,7,wolkig
12/13/2016 6:00,340,145,195,5,7,Klarer Himmel
12/13/2016 7:00,927,614,313,6,7,Regen
12/13/2016 8:00,866,580,286,6,7,Regen
12/13/2016 9:00,687,506,181,6,7,wolkig
12/13/2016 10:00,565,377,188,6,7,wolkig
12/13/2016 11:00,561,350,211,6,6,Regen
12/13/2016 12:00,631,300,331,6,11,Regen
12/13/2016 13:00,677,319,358,6,9,Regen
12/13/2016 14:00,749,378,371,6,13,Regen
12/13/2016 15:00,837,394,443,6,9,wolkig
12/13/2016 16:00,977,447,530,6,9,wolkig
12/13/2016 17:00,1051,490,561,6,7,wolkig
12/13/2016 18:00,978,474,504,7,6,wolkig
12/13/2016 19:00,769,314,455,7,7,wolkig
12/13/2016 20:00,480,182,298,7,6,wolkig
12/13/2016 21:00,322,132,190,7,6,wolkig
12/13/2016 22:00,333,143,190,7,7,wolkig
12/13/2016 23:00,162,73,89,7,11,wolkig
12/14/2016 0:00,101,35,66,7,0,wolkig
12/14/2016 1:00,35,18,17,7,4,wolkig
12/14/2016 2:00,18,9,9,7,0,wolkig
12/14/2016 3:00,9,2,7,7,4,Nebel
12/14/2016 4:00,15,6,9,7,6,Nebel
12/14/2016 5:00,80,34,46,7,6,wolkig
12/14/2016 6:00,334,136,198,7,6,wolkig
12/14/2016 7:00,918,610,308,7,4,wolkig
12/14/2016 8:00,890,610,280,7,0,wolkig
12/14/2016 9:00,733,546,187,7,6,wolkig
12/14/2016 10:00,595,380,215,7,6,Nebel
12/14/2016 11:00,612,339,273,8,6,Regen
12/14/2016 12:00,734,382,352,8,6,Regen
12/14/2016 13:00,755,383,372,8,4,wolkig
12/14/2016 14:00,811,389,422,8,7,Nebel
12/14/2016 15:00,855,398,457,8,4,wolkig
12/14/2016 16:00,1006,453,553,8,6,wolkig
12/14/2016 17:00,1067,566,501,8,4,wolkig
12/14/2016 18:00,1001,489,512,8,4,Nebel
12/14/2016 19:00,776,327,449,8,4,wolkig
12/14/2016 20:00,538,182,356,8,6,wolkig
12/14/2016 21:00,363,154,209,8,4,wolkig
12/14/2016 22:00,357,147,210,8,2,wolkig
12/14/2016 23:00,222,105,117,8,7,wolkig
12/15/2016 0:00,138,48,90,7,4,wolkig
12/15/2016 1:00,52,20,32,6,4,teilweise bewölkt
12/15/2016 2:00,37,21,16,6,6,teilweise bewölkt
12/15/2016 3:00,35,18,17,5,6,teilweise bewölkt
12/15/2016 4:00,23,6,17,5,6,teilweise bewölkt
12/15/2016 5:00,74,33,41,5,7,
12/15/2016 6:00,337,127,210,5,9,
12/15/2016 7:00,937,620,317,5,6,
12/15/2016 8:00,867,604,263,4,6,
12/15/2016 9:00,765,553,212,5,9,teilweise bewölkt
12/15/2016 10:00,654,432,222,5,11,wolkig
12/15/2016 11:00,652,371,281,6,11,wolkig
12/15/2016 12:00,724,354,370,6,9,wolkig
12/15/2016 13:00,826,405,421,6,9,wolkig
12/15/2016 14:00,801,371,430,6,9,wolkig
12/15/2016 15:00,937,468,469,6,7,wolkig
12/15/2016 16:00,1046,489,557,6,6,teilweise bewölkt
12/15/2016 17:00,1143,541,602,5,6,Klarer Himmel
12/15/2016 18:00,1047,488,559,5,7,Klarer Himmel
12/15/2016 19:00,793,332,461,4,9,Klarer Himmel
12/15/2016 20:00,556,204,352,4,7,Klarer Himmel
12/15/2016 21:00,373,143,230,4,6,Klarer Himmel
12/15/2016 22:00,337,155,182,4,6,Klarer Himmel
12/15/2016 23:00,215,114,101,3,7,Klarer Himmel
12/16/2016 0:00,141,62,79,3,7,Klarer Himmel
12/16/2016 1:00,73,35,38,3,7,Klarer Himmel
12/16/2016 2:00,47,24,23,2,6,Klarer Himmel
12/16/2016 3:00,36,20,16,2,6,Klarer Himmel
12/16/2016 4:00,36,22,14,2,6,Klarer Himmel
12/16/2016 5:00,75,33,42,2,6,Klarer Himmel
12/16/2016 6:00,263,120,143,2,6,
12/16/2016 7:00,806,534,272,2,6,Nebel
12/16/2016 8:00,773,497,276,2,7,Nebel
12/16/2016 9:00,665,462,203,2,6,
12/16/2016 10:00,600,400,200,3,9,Klarer Himmel
12/16/2016 11:00,621,355,266,4,9,Klarer Himmel
12/16/2016 12:00,782,412,370,5,7,Klarer Himmel
12/16/2016 13:00,947,445,502,6,7,Klarer Himmel
12/16/2016 14:00,1004,469,535,6,7,Klarer Himmel
12/16/2016 15:00,967,444,523,5,2,Klarer Himmel
12/16/2016 16:00,873,399,474,3,4,Klarer Himmel
12/16/2016 17:00,863,432,431,1,2,Klarer Himmel
12/16/2016 18:00,812,398,414,1,4,Klarer Himmel
12/16/2016 19:00,728,320,408,1,6,Nebel
12/16/2016 20:00,451,163,288,1,7,
12/16/2016 21:00,323,133,190,1,7,
12/16/2016 22:00,291,130,161,0,4,
12/16/2016 23:00,295,116,179,0,4,
12/17/2016 0:00,244,116,128,-1,4,Nebel
12/17/2016 1:00,191,70,121,0,6,Nebel
12/17/2016 2:00,107,51,56,0,4,
12/17/2016 3:00,108,53,55,0,6,
12/17/2016 4:00,63,28,35,1,4,
12/17/2016 5:00,57,42,15,0,2,
12/17/2016 6:00,63,39,24,0,7,
12/17/2016 7:00,116,65,51,0,6,Nebel
12/17/2016 8:00,213,122,91,1,6,Nebel
12/17/2016 9:00,396,275,121,1,6,
12/17/2016 10:00,558,383,175,2,6,
12/17/2016 11:00,644,399,245,2,6,
12/17/2016 12:00,698,394,304,3,6,
12/17/2016 13:00,718,347,371,4,2,
12/17/2016 14:00,665,322,343,4,9,
12/17/2016 15:00,643,291,352,4,2,
12/17/2016 16:00,612,288,324,4,7,wolkig
12/17/2016 17:00,610,287,323,5,4,wolkig
12/17/2016 18:00,559,239,320,5,7,Regen
12/17/2016 19:00,537,221,316,5,7,Regen
12/17/2016 20:00,382,156,226,5,6,Regen
12/17/2016 21:00,276,122,154,5,7,Regen
12/17/2016 22:00,239,126,113,5,9,wolkig
12/17/2016 23:00,226,98,128,6,9,wolkig
12/18/2016 0:00,241,109,132,6,9,Regen
12/18/2016 1:00,171,91,80,6,13,Regen
12/18/2016 2:00,101,52,49,5,9,wolkig
12/18/2016 3:00,99,55,44,6,13,wolkig
12/18/2016 4:00,63,36,27,6,13,wolkig
12/18/2016 5:00,55,42,13,6,11,wolkig
12/18/2016 6:00,43,25,18,5,9,wolkig
12/18/2016 7:00,42,21,21,5,11,wolkig
12/18/2016 8:00,55,28,27,6,15,wolkig
12/18/2016 9:00,142,83,59,6,11,wolkig
12/18/2016 10:00,226,134,92,6,11,wolkig
12/18/2016 11:00,198,114,84,7,13,wolkig
12/18/2016 12:00,293,173,120,7,11,wolkig
12/18/2016 13:00,321,179,142,7,13,wolkig
12/18/2016 14:00,334,190,144,7,9,wolkig
12/18/2016 15:00,409,215,194,7,7,wolkig
12/18/2016 16:00,409,218,191,6,13,wolkig
12/18/2016 17:00,460,255,205,6,7,wolkig
12/18/2016 18:00,367,188,179,6,6,wolkig
12/18/2016 19:00,366,173,193,6,2,wolkig
12/18/2016 20:00,308,144,164,5,6,wolkig
12/18/2016 21:00,193,105,88,5,0,wolkig
12/18/2016 22:00,163,101,62,5,0,wolkig
12/18/2016 23:00,97,59,38,5,4,wolkig
12/19/2016 0:00,43,30,13,5,4,wolkig
12/19/2016 1:00,23,13,10,5,0,wolkig
12/19/2016 2:00,10,8,2,5,0,wolkig
12/19/2016 3:00,8,6,2,5,0,wolkig
12/19/2016 4:00,22,9,13,5,0,Regen
12/19/2016 5:00,73,28,45,5,0,wolkig
12/19/2016 6:00,282,120,162,4,0,Nebel
12/19/2016 7:00,852,573,279,5,4,wolkig
12/19/2016 8:00,782,520,262,4,6,wolkig
12/19/2016 9:00,684,505,179,4,4,wolkig
12/19/2016 10:00,625,422,203,4,7,wolkig
12/19/2016 11:00,681,434,247,5,4,teilweise bewölkt
12/19/2016 12:00,757,379,378,6,7,teilweise bewölkt
12/19/2016 13:00,808,415,393,7,7,teilweise bewölkt
12/19/2016 14:00,839,444,395,6,9,teilweise bewölkt
12/19/2016 15:00,892,437,455,5,7,teilweise bewölkt
12/19/2016 16:00,1019,461,558,5,6,wolkig
12/19/2016 17:00,1163,591,572,5,9,wolkig
12/19/2016 18:00,974,453,521,4,4,teilweise bewölkt
12/19/2016 19:00,772,308,464,3,6,Klarer Himmel
12/19/2016 20:00,467,152,315,3,7,Klarer Himmel
12/19/2016 21:00,313,121,192,1,6,Klarer Himmel
12/19/2016 22:00,269,137,132,1,6,Klarer Himmel
12/19/2016 23:00,162,70,92,0,4,Klarer Himmel
12/20/2016 0:00,94,46,48,0,4,Klarer Himmel
12/20/2016 1:00,40,16,24,-1,4,Klarer Himmel
12/20/2016 2:00,24,6,18,-1,4,
12/20/2016 3:00,17,4,13,0,6,Nebel
12/20/2016 4:00,16,7,9,-1,4,Nebel
12/20/2016 5:00,80,31,49,-1,4,Nebel
12/20/2016 6:00,310,137,173,-3,0,Nebel
12/20/2016 7:00,867,582,285,-3,6,Nebel
12/20/2016 8:00,789,542,247,-3,0,Nebel
12/20/2016 9:00,707,523,184,-2,6,Nebel
12/20/2016 10:00,587,395,192,1,0,Klarer Himmel
12/20/2016 11:00,673,402,271,3,6,Klarer Himmel
12/20/2016 12:00,743,390,353,4,7,Klarer Himmel
12/20/2016 13:00,779,384,395,3,13,Klarer Himmel
12/20/2016 14:00,791,382,409,2,7,Klarer Himmel
12/20/2016 15:00,961,436,525,1,9,Klarer Himmel
12/20/2016 16:00,1072,509,563,0,6,
12/20/2016 17:00,1096,542,554,-1,4,Nebel
12/20/2016 18:00,990,434,556,-2,4,Nebel
12/20/2016 19:00,798,307,491,-2,4,Nebel
12/20/2016 20:00,478,170,308,-3,2,Nebel
12/20/2016 21:00,267,114,153,-2,6,Nebel
12/20/2016 22:00,325,162,163,-2,7,Nebel
12/20/2016 23:00,226,125,101,-2,7,
12/21/2016 0:00,122,61,61,-2,9,
12/21/2016 1:00,49,22,27,-2,6,
12/21/2016 2:00,34,15,19,-2,7,Klarer Himmel
12/21/2016 3:00,25,19,6,0,7,wolkig
12/21/2016 4:00,37,22,15,0,9,wolkig
12/21/2016 5:00,83,39,44,0,7,wolkig
12/21/2016 6:00,300,123,177,0,4,teilweise bewölkt
12/21/2016 7:00,835,573,262,0,9,Klarer Himmel
12/21/2016 8:00,782,520,262,0,9,Klarer Himmel
12/21/2016 9:00,752,532,220,1,7,Klarer Himmel
12/21/2016 10:00,719,475,244,2,9,Klarer Himmel
12/21/2016 11:00,764,445,319,4,13,Klarer Himmel
12/21/2016 12:00,821,427,394,4,15,Klarer Himmel
12/21/2016 13:00,925,466,459,6,17,Klarer Himmel
12/21/2016 14:00,882,379,503,6,13,wolkig
12/21/2016 15:00,919,448,471,5,13,wolkig
12/21/2016 16:00,999,453,546,5,13,wolkig
12/21/2016 17:00,1066,575,491,5,17,Klarer Himmel
12/21/2016 18:00,938,459,479,4,9,Klarer Himmel
12/21/2016 19:00,748,319,429,4,13,wolkig
12/21/2016 20:00,516,176,340,4,17,Regen
12/21/2016 21:00,350,141,209,4,11,Regen
12/21/2016 22:00,320,131,189,3,7,Regen
12/21/2016 23:00,196,91,105,3,6,Regen
12/22/2016 0:00,126,50,76,3,6,Regen
12/22/2016 1:00,104,53,51,3,7,Regen
12/22/2016 2:00,79,41,38,4,13,Regen
12/22/2016 3:00,32,12,20,4,11,Regen
12/22/2016 4:00,40,21,19,4,11,Regen
12/22/2016 5:00,70,33,37,3,6,Regen
12/22/2016 6:00,237,90,147,3,7,Regen
12/22/2016 7:00,567,366,201,3,7,Regen
12/22/2016 8:00,578,399,179,4,11,Regen
12/22/2016 9:00,527,356,171,4,11,Regen
12/22/2016 10:00,525,338,187,4,4,wolkig
12/22/2016 11:00,528,323,205,4,9,wolkig
12/22/2016 12:00,708,377,331,5,7,wolkig
12/22/2016 13:00,708,351,357,5,7,Regen
12/22/2016 14:00,795,420,375,6,9,Regen
12/22/2016 15:00,839,386,453,5,9,wolkig
12/22/2016 16:00,848,412,436,6,9,wolkig
12/22/2016 17:00,861,424,437,5,11,wolkig
12/22/2016 18:00,749,367,382,5,9,wolkig
12/22/2016 19:00,664,260,404,5,15,wolkig
12/22/2016 20:00,429,148,281,5,19,Regen
12/22/2016 21:00,230,92,138,5,15,Regen
12/22/2016 22:00,256,120,136,6,15,wolkig
12/22/2016 23:00,178,74,104,5,11,teilweise bewölkt
12/23/2016 0:00,114,58,56,5,11,wolkig
12/23/2016 1:00,72,36,36,4,9,teilweise bewölkt
12/23/2016 2:00,42,22,20,4,7,wolkig
12/23/2016 3:00,35,22,13,4,9,teilweise bewölkt
12/23/2016 4:00,25,8,17,5,9,wolkig
12/23/2016 5:00,59,26,33,5,11,wolkig
12/23/2016 6:00,143,78,65,5,13,wolkig
12/23/2016 7:00,320,201,119,5,13,wolkig
12/23/2016 8:00,382,249,133,5,13,wolkig
12/23/2016 9:00,419,289,130,5,15,wolkig
12/23/2016 10:00,476,314,162,6,17,wolkig
12/23/2016 11:00,570,339,231,6,15,wolkig
12/23/2016 12:00,746,394,352,7,17,wolkig
12/23/2016 13:00,786,416,370,8,15,wolkig
12/23/2016 14:00,730,331,399,8,17,wolkig
12/23/2016 15:00,763,396,367,8,15,wolkig
12/23/2016 16:00,723,332,391,7,15,Klarer Himmel
12/23/2016 17:00,666,298,368,6,17,Klarer Himmel
12/23/2016 18:00,544,232,312,6,17,Klarer Himmel
12/23/2016 19:00,433,190,243,5,20,Klarer Himmel
12/23/2016 20:00,290,114,176,5,19,Klarer Himmel
12/23/2016 21:00,141,73,68,5,22,Klarer Himmel
12/23/2016 22:00,151,78,73,4,22,wolkig
12/23/2016 23:00,165,76,89,5,26,wolkig
12/24/2016 0:00,104,37,67,6,22,wolkig
12/24/2016 1:00,134,41,93,6,26,Regen
12/24/2016 2:00,63,22,41,6,22,Regen
12/24/2016 3:00,57,27,30,6,24,Regen
12/24/2016 4:00,29,14,15,7,20,Regen
12/24/2016 5:00,21,12,9,7,22,Regen
12/24/2016 6:00,54,37,17,7,20,wolkig
12/24/2016 7:00,106,71,35,7,20,wolkig
12/24/2016 8:00,205,131,74,7,19,wolkig
12/24/2016 9:00,347,232,115,7,19,wolkig
12/24/2016 10:00,533,323,210,8,24,wolkig
12/24/2016 11:00,499,261,238,8,32,wolkig
12/24/2016 12:00,442,154,288,8,30,wolkig
12/24/2016 13:00,319,95,224,8,30,wolkig
12/24/2016 14:00,231,79,152,8,28,wolkig
12/24/2016 15:00,111,56,55,7,28,wolkig
12/24/2016 16:00,118,61,57,7,24,wolkig
12/24/2016 17:00,78,41,37,7,24,wolkig
12/24/2016 18:00,55,22,33,7,26,wolkig
12/24/2016 19:00,44,20,24,8,26,wolkig
12/24/2016 20:00,36,15,21,8,24,wolkig
12/24/2016 21:00,31,20,11,8,30,wolkig
12/24/2016 22:00,48,27,21,8,32,wolkig
12/24/2016 23:00,43,25,18,8,35,wolkig
12/25/2016 0:00,46,18,28,8,26,wolkig
12/25/2016 1:00,22,8,14,8,30,Regen
12/25/2016 2:00,10,5,5,8,26,Regen
12/25/2016 3:00,8,5,3,8,28,Regen
